gene_symbol,Aux_rep1_RNA,Aux_rep2_RNA,Aux_rep3_RNA,noAux_rep1_RNA,noAux_rep2_RNA,noAux_rep3_RNA
C27D8.3,16,28,21,14,12,18
ruvb-1,35,16,33,24,20,21
rmd-2,50,87,74,47,47,54
C27H6.8,11,4,11,12,20,4
nrx-1,30,32,17,26,23,39
trpa-1,13,6,16,8,10,2
C29F3.7,23,58,45,8,24,5
best-7,5,3,4,5,9,1
C29F7.1,5,2,6,0,1,7
C29F7.2,62,91,103,21,24,12
C29F7.3,26,49,35,35,42,18
C30F2.3,7,23,29,3,21,13
clec-199,6,7,10,12,8,9
dlat-2,26,26,28,23,30,14
C30H6.8,5,3,5,2,5,3
C30H6.9,12,51,37,16,20,18
trh-1,2,0,1,1,2,0
oac-6,5,10,4,3,0,0
C31C9.2,24,25,25,34,72,28
fbxa-167,3,0,4,8,5,0
C31C9.6,2,5,8,1,4,0
C31C9.7,5,8,3,6,11,3
C31E10.5,10,5,12,12,14,12
C31E10.6,3,0,4,4,4,2
cytb-5.1,37,58,59,39,29,20
tbc-19,1,2,0,3,5,3
C31H5.4,1,1,0,1,4,2
C31H5.5,2,0,0,1,2,1
C31H5.6,12,2,12,6,17,7
mrps-31,37,6,21,18,29,17
rilp-1,20,9,14,9,17,9
C32C4.1,4,0,0,3,5,0
irg-6,12,4,7,1,1,0
C32H11.4,25,31,22,15,28,14
dod-24,5,8,4,15,27,24
nfki-1,73,85,69,50,59,77
C33A11.2,2,8,1,5,10,5
C33A12.1,21,9,24,21,15,5
nlp-35,14,19,16,10,14,3
C33A12.3,9,9,16,10,7,6
C33A12.4,9,0,1,1,4,6
ugt-21,7,11,11,3,8,7
ethe-1,8,1,1,2,3,0
C33A12.19,1,0,2,0,2,1
C33B4.4,0,0,5,1,5,1
C33D9.6,10,9,9,5,2,4
lgc-21,1,1,2,9,10,3
C33G3.4,2,4,3,4,10,6
C33G3.6,4,5,4,6,3,4
C34B4.2,54,75,84,51,40,66
C34B4.3,4,10,7,3,2,2
C34B7.1,2,0,0,0,1,0
C34B7.2,16,10,17,13,13,4
cyp-36A1,12,25,25,21,25,15
mys-4,9,2,6,7,2,3
C34C6.3,2,2,9,3,7,3
C34C6.4,12,5,9,10,11,9
sphk-1,10,17,14,11,11,5
C34C12.2,10,8,11,10,7,6
pph-6,8,11,15,17,5,3
C34C12.4,1,9,2,6,8,4
rsu-1,18,25,19,21,11,13
C34C12.6,9,1,6,10,6,12
C34C12.8,25,19,25,15,20,17
C34D1.4,2,9,13,4,1,1
zip-5,0,3,1,2,0,1
C34E7.4,51,136,93,107,159,121
C34F6.1,0,0,0,3,12,8
C34F6.7,2,2,6,2,0,3
idh-2,14,16,13,28,29,22
C34F6.9,23,9,14,11,7,8
C34F6.10,18,22,14,32,15,19
C35A5.3,8,2,5,6,13,3
C35A5.6,0,2,3,0,0,1
C35A5.8,87,112,142,56,59,63
selt-1.1,10,6,9,23,13,7
trpp-9,7,8,13,5,7,5
C35C5.8,0,0,4,0,3,0
C35C5.10,32,52,27,16,20,16
cyp-25A2,7,17,15,9,15,7
C36A4.4,8,14,8,8,13,5
cyp-25A4,5,2,0,0,0,0
acs-19,105,131,116,88,106,37
rpb-3,19,28,17,14,18,13
prp-4,11,4,14,2,2,7
dhfr-1,1,0,6,0,2,2
gls-1,44,38,36,34,27,16
C36B1.9,9,10,16,14,14,20
imp-1,13,17,13,10,13,6
C36E8.1,69,56,65,39,46,49
glb-11,16,4,6,9,15,13
pxd-1,12,6,6,12,9,10
C36E8.4,11,3,5,4,2,2
irx-1,11,9,11,8,3,5
best-8,0,7,15,1,4,5
fipr-22,3,2,4,8,9,2
C37A5.7,1,3,16,4,5,5
fipr-24,4,9,3,5,2,8
idhb-1,50,32,61,61,36,35
tag-297,0,0,0,2,10,1
slc-17.2,14,26,21,32,26,13
tag-325,20,33,43,41,28,25
C38D4.9,3,1,2,0,2,1
tbc-8,12,13,7,12,3,7
C38H2.2,10,32,30,11,21,20
lgc-41,2,2,0,0,0,0
scl-5,4,11,16,5,10,6
scl-6,3,2,4,3,4,0
C39E9.7,3,16,15,13,9,8
C39E9.8,31,41,37,35,29,26
spin-2,1,0,5,2,6,5
C39E9.11,7,1,7,6,4,7
C39E9.12,24,17,23,13,19,6
ttr-5,25,34,32,15,8,7
ufc-1,10,3,21,9,11,5
C40H1.7,1,0,5,0,2,6
C40H1.8,8,12,12,4,1,2
lron-4,0,3,3,4,2,0
ctns-1,6,3,3,5,5,2
cdc-48.2,97,140,146,89,143,73
vps-50,11,7,9,4,1,7
athp-1,15,16,26,9,12,12
com-1,6,4,3,5,5,1
C44C10.9,17,36,20,19,26,28
C44F1.1,4,8,5,7,2,1
C44H4.4,11,10,12,9,9,11
C44H9.5,11,9,9,13,14,2
C44H9.6,6,7,14,6,6,10
aspm-1,14,12,23,31,19,17
C46C2.2,87,113,94,63,75,32
gsr-1,93,105,156,135,158,91
madf-8,4,4,2,3,1,0
C46F11.4,19,15,35,11,14,9
C46F11.5,11,22,22,16,19,16
C46F11.6,3,5,9,3,7,4
ent-4,6,2,4,6,9,4
ddo-1,2,0,1,2,5,3
C47B2.2,4,1,6,2,6,1
gale-1,21,27,58,25,29,20
C47B2.9,3,1,11,2,5,7
C47D12.2,10,33,30,19,30,31
xpf-1,4,15,16,15,3,5
C47E8.3,9,3,5,7,2,0
C47E8.4,21,18,13,22,32,8
C47E12.2,5,9,4,1,2,3
C47E12.3,14,3,15,3,4,5
pyp-1,56,43,52,62,51,27
rrp-1,20,22,29,25,27,8
C47G2.3,10,7,9,7,9,5
C47G2.4,6,11,15,8,10,2
saps-1,21,42,35,26,24,35
acox-1.5,33,58,47,26,33,27
C48B4.9,8,6,4,0,1,5
rin-1,24,22,32,20,15,20
C49A1.10,24,31,35,17,19,11
C49C3.4,101,111,115,117,134,109
ceh-88,0,5,3,4,3,0
C49C3.6,5,2,2,1,0,1
C49C3.7,1,0,6,1,3,1
C49C3.9,8,2,9,6,7,2
C49C3.10,7,0,10,3,4,1
clec-198,7,3,5,7,1,1
sams-1,255,275,329,354,377,274
set-6,17,9,10,5,11,4
C49F5.7,0,0,0,1,1,1
C49F8.1,1,5,2,7,1,4
gem-1,12,6,8,11,6,10
C49F8.3,3,4,5,4,6,8
nasp-2,26,15,14,18,12,10
C50B6.3,8,2,4,1,5,7
C50B6.7,3,1,0,2,4,5
nhr-168,3,1,1,3,6,3
slrp-1,11,2,10,10,13,5
nuaf-1,28,20,21,26,29,9
C50B8.4,3,0,0,2,0,1
C50B8.5,1,8,0,1,0,3
C50B8.6,6,4,4,0,10,0
C50F4.1,35,22,37,31,26,11
C50F4.8,6,1,2,6,8,1
C50F4.9,1,0,3,1,3,0
C50F4.12,0,1,3,3,0,0
nstp-10,5,9,15,8,9,1
C50F4.16,15,7,7,10,8,7
fshr-1,12,19,12,16,22,8
C50H2.13,5,6,17,6,3,0
C51E3.6,8,10,10,13,8,7
C51E3.9,20,6,8,11,16,7
C51E3.10,11,2,4,6,7,8
mans-2,7,22,38,16,17,27
ril-1,146,213,237,134,187,104
C53A5.6,30,15,14,25,20,9
C53A5.13,3,6,6,3,7,7
C53B4.3,7,36,31,7,28,3
C53B4.4,92,81,83,107,62,87
C53D6.4,1,4,4,6,4,2
C53D6.6,4,2,2,0,5,0
C53D6.7,3,8,11,2,8,0
C54C6.6,3,7,4,3,1,4
cdr-2,8,6,9,2,9,6
C54D10.3,38,57,61,32,30,37
C54D10.5,1,3,8,0,0,3
C54D10.10,7,7,6,4,4,0
ncs-5,5,2,5,14,9,0
C54E10.6,16,4,15,5,12,11
rskn-2,51,57,45,39,44,25
dod-18,1,1,4,1,2,0
C54G4.7,19,15,21,23,27,21
C54G4.9,2,0,3,0,7,0
C55A1.6,0,1,0,0,2,0
C55A6.1,2,3,2,2,2,5
ttll-5,38,51,52,30,24,13
C55A6.3,4,5,0,0,1,0
C55A6.4,2,3,2,10,4,6
sdz-8,4,5,10,4,2,5
C55A6.6,1,6,3,2,0,3
C55A6.7,1,2,2,2,4,1
pafo-1,11,13,12,10,14,8
C55A6.10,9,9,5,14,10,1
ttr-44,13,16,11,18,9,2
frpr-5,1,3,0,3,3,0
C56A3.4,2,4,4,3,1,0
C56A3.5,6,2,16,15,8,1
C56A3.6,5,1,1,5,10,0
C56G7.3,4,3,1,8,3,0
fbxa-6,2,1,5,2,0,1
D1025.1,6,12,9,0,1,3
gcsh-1,6,3,14,11,11,1
nspc-20,2,0,7,1,0,8
D1043.1,7,18,14,3,8,6
cfim-2,19,18,23,19,21,10
D1046.2,0,2,1,1,5,0
slc-25A26,1,0,1,1,4,1
tpra-1,16,7,11,14,8,7
D1053.3,3,7,7,3,3,1
D1053.4,2,4,1,0,1,3
D1054.1,4,10,10,2,6,2
D1054.3,6,10,13,13,9,4
D1054.5,18,20,13,6,13,5
D1054.8,3,0,12,2,7,2
D1054.9,0,0,0,3,5,2
prp-38,8,4,10,3,12,7
D1081.7,7,0,4,3,0,0
cdc-5L,65,62,81,47,48,27
D1086.5,2,4,6,10,9,3
D1086.8,2,4,4,4,6,5
D2005.3,5,6,7,1,8,1
drh-3,21,18,8,20,16,13
wdfy-2,13,11,10,4,12,6
D2013.6,18,20,8,18,7,6
ttll-12,47,36,20,49,33,26
D2023.3,1,5,2,3,2,7
D2023.4,12,10,7,11,6,10
mpst-1,2,11,12,13,8,2
D2023.6,26,30,31,10,10,8
mans-1,10,17,17,10,13,17
D2030.2,51,58,56,84,80,48
D2030.3,17,12,15,4,11,2
D2030.4,12,4,23,14,15,7
mce-1,10,10,12,9,9,7
D2030.8,1,2,2,1,4,0
wdr-23,51,51,60,37,30,40
D2030.11,1,0,2,1,0,0
D2045.2,81,84,106,45,79,54
D2045.8,3,10,5,0,10,1
D2045.9,3,3,1,6,5,2
eif-2Bepsilon,25,12,13,12,21,10
etc-1,20,18,16,10,18,16
hgap-2,73,74,79,38,51,57
D2085.7,0,0,0,1,0,0
glna-2,8,19,13,10,15,1
DH11.2,5,4,9,9,15,18
DH11.5,46,67,61,49,48,40
mfb-1,15,39,17,15,12,13
usp-50,22,17,13,7,20,10
E01B7.2,1,2,2,0,1,2
pde-3,21,37,17,28,24,20
tbc-14,47,56,45,47,46,38
E01G4.3,20,18,18,28,29,13
E01G6.1,0,0,0,5,12,4
E01G6.2,4,4,3,5,1,5
E01G6.3,0,2,1,4,2,1
mrps-5,75,81,50,38,79,37
E02A10.3,2,1,3,0,2,1
E02H1.1,6,6,7,3,6,5
eral-1,12,11,6,8,8,2
E02H1.5,6,3,3,1,1,1
E02H1.6,8,3,0,5,3,4
mrpl-53,19,13,22,18,13,4
E02H4.4,6,5,6,1,2,1
E03H4.8,0,1,3,4,4,1
clec-17,8,13,15,8,15,9
eif-2A,105,120,103,42,45,47
E04D5.2,1,1,0,5,0,0
ugt-44,19,15,28,14,25,23
F01D4.8,2,9,8,2,1,8
F01D5.1,7,12,5,7,9,5
F01D5.2,1,12,7,4,8,2
F01D5.3,0,0,3,0,0,0
F01D5.5,5,11,5,3,4,8
F01D5.8,5,12,13,8,7,8
cyp-37A1,6,8,7,8,20,4
skih-2,35,26,37,36,31,20
F01G4.4,5,2,1,4,9,10
F01G4.5,6,17,6,5,14,16
F01G4.6,359,360,436,321,353,320
tkt-1,375,342,414,314,339,256
F01G10.6,0,0,0,0,1,0
lipl-7,6,4,2,6,1,4
mrpl-44,62,101,67,58,70,49
F02C12.1,14,4,7,6,7,6
cyp-13B1,0,0,1,0,1,3
F02D8.4,22,8,8,11,15,7
F02E9.1,4,3,8,1,11,8
F02E9.5,10,5,7,17,11,15
F02E9.7,6,2,2,9,0,1
dpt-1,28,21,29,21,19,24
F02E9.10,25,5,17,11,13,14
scav-6,7,8,16,8,4,3
F07A5.4,0,0,0,0,0,0
gfat-1,35,43,45,26,58,37
F07A11.4,48,35,49,26,42,10
F07A11.5,8,8,3,7,12,14
din-1,177,182,203,123,139,104
F07C6.3,4,10,3,11,8,0
F07C6.4,58,48,38,27,41,44
pho-13,1,5,3,1,6,3
acox-1.1,27,16,36,14,13,19
acox-1.2,11,7,10,20,17,6
acox-1.4,10,6,11,3,4,2
kcnl-2,11,14,20,9,18,2
prmn-1,4,0,8,3,4,5
F08B12.4,9,31,11,27,29,20
scl-24,3,3,5,1,0,0
F08G2.4,5,6,4,8,2,4
F08G2.5,3,11,6,0,3,0
F08G2.7,8,10,6,8,2,1
F08G2.8,10,29,20,6,11,7
F08G5.3,11,5,3,4,1,1
ugt-65,7,10,15,2,10,4
irg-4,90,64,96,36,54,25
F08G12.1,3,5,0,4,7,8
snrp-40.1,5,11,6,8,8,2
nlp-57,6,4,7,8,3,1
F08H9.3,1,0,0,2,5,0
clec-227,0,0,0,1,3,0
clec-57,14,18,18,18,7,5
clec-56,7,15,29,15,18,10
clec-54,3,0,1,0,4,2
F09A5.2,3,3,7,1,3,0
mob-2,19,22,27,40,24,19
oac-14,12,13,16,18,10,12
F09B9.4,36,48,30,18,31,18
mlt-9,3,4,2,4,10,0
dhhc-1,12,11,14,1,6,1
F09B12.3,350,521,494,330,363,342
F09C3.2,20,14,11,24,22,6
fbxa-44,1,3,10,7,1,0
F09C8.1,11,9,15,5,15,6
F09C8.2,35,45,17,16,19,21
crld-1,2,4,7,7,5,6
ttr-21,19,21,21,13,23,12
cpt-5,3,0,5,4,6,1
F10A3.4,5,6,8,12,22,10
F10B5.2,7,8,11,4,4,5
pch-2,3,4,4,2,3,1
F10B5.8,11,2,12,5,9,8
F10C2.3,6,7,4,4,6,3
F10C2.4,25,22,15,13,17,5
F10C2.5,16,4,5,7,4,5
F10D11.2,12,14,7,4,2,4
F10D11.6,1,6,0,14,31,12
pfas-1,24,13,29,11,19,7
lron-5,11,17,19,8,13,14
nubp-1,13,15,30,9,22,7
ercc-1,4,5,5,4,11,0
F10G8.8,28,13,29,25,38,17
F10G8.9,6,2,2,1,8,4
acs-14,39,33,32,26,35,15
eif-2Bdelta,12,6,6,8,8,7
F11A5.9,4,15,1,5,10,13
scrm-4,8,10,4,3,14,4
lex-1,54,38,59,36,45,47
repo-1,2,1,3,4,4,0
mig-32,9,4,1,7,9,6
mon-2,33,53,42,39,44,44
F11A10.5,6,19,14,11,8,8
F11A10.6,8,21,16,14,14,18
rbm-34,37,32,46,18,46,29
F11C1.1,0,0,0,3,4,0
mff-1,1,4,0,3,1,0
scav-4,9,13,7,1,2,6
vwa-8,136,152,171,127,121,116
gba-3,24,11,6,15,27,10
F11E6.3,47,45,75,80,96,49
F11E6.7,15,9,12,10,17,4
F11E6.8,5,3,7,3,6,4
F12F6.1,34,28,35,29,35,35
F12F6.7,5,2,4,2,10,0
F13A7.11,0,0,1,0,3,0
F13B12.1,19,37,28,20,16,15
F13B12.6,11,3,9,7,14,6
F13D2.1,14,6,27,13,24,9
F13D12.6,327,440,504,299,308,226
F13D12.8,2,5,7,0,3,5
F13D12.10,0,1,3,2,0,0
F13E6.1,26,30,20,35,33,24
F13E6.2,7,7,3,3,6,3
yap-1,33,23,31,21,19,8
plpp-1.3,8,15,18,5,7,1
F13E9.1,7,9,10,5,5,8
F13E9.11,8,6,11,4,5,5
ztf-2,4,1,1,13,6,3
dylt-1,6,13,5,1,9,7
ttx-7,17,9,8,15,8,5
F13G3.6,5,8,3,9,7,5
F13G3.7,5,5,15,3,12,2
F13G3.10,11,3,2,3,5,1
mrpl-13,9,3,15,16,13,3
F13G3.12,1,0,0,0,0,1
F13H10.3,5,19,18,1,9,9
mogs-1,14,15,28,17,18,15
F13H10.6,3,3,0,3,0,0
hxk-1,26,42,36,28,56,21
rpoa-2,97,93,108,36,42,39
F14B6.2,24,27,25,12,21,12
F14B6.6,2,2,1,5,3,0
F14D7.6,9,7,8,3,1,3
F14E5.2,80,115,100,61,94,77
lips-10,11,25,17,18,24,13
git-1,5,6,18,8,15,9
mboa-7,6,3,5,7,8,4
cyp-13A12,3,7,2,4,0,1
shw-1,11,3,4,10,3,5
nlp-55,14,12,11,12,13,19
cyp-35D1,1,0,0,0,3,1
obr-2,16,9,6,5,11,5
F15A4.5,5,9,10,8,5,8
F15A4.6,19,28,24,24,31,19
inft-2,4,4,2,1,3,9
F15B9.6,1,1,0,0,1,0
F15B9.8,0,1,0,2,6,1
ubql-1,40,63,49,38,31,32
F15D3.6,16,8,10,17,5,10
timm-23,46,66,50,53,42,34
F15D4.2,16,6,6,2,3,0
romo-1,17,8,21,12,13,7
F15D4.4,3,8,7,1,8,2
F15G9.1,3,0,13,4,5,4
F16A11.1,26,15,22,15,26,10
rtcb-1,2,4,6,4,3,12
ppfr-1,61,70,62,41,46,59
F16B12.4,7,4,4,1,10,2
F16B12.6,27,33,52,35,48,30
F16C3.2,0,0,0,1,2,1
tbcd-1,15,10,12,11,12,16
clec-42,7,17,16,31,20,20
F16H6.10,11,9,13,5,2,7
F17C8.3,10,4,6,9,20,4
F17C11.2,23,8,6,9,10,4
F17C11.4,28,15,8,14,20,15
F17C11.6,0,0,0,0,1,2
F17C11.7,9,11,8,3,7,10
vps-36,16,27,34,15,27,18
eef-1G,778,793,818,754,776,629
ctf-4,45,43,34,49,51,45
F17C11.11,9,15,10,18,15,10
F17C11.12,11,5,4,8,6,0
F17E5.2,5,3,3,5,7,7
F17H10.1,27,37,28,29,40,12
F17H10.2,0,5,9,3,5,3
snx-17,20,20,24,18,31,9
F18A11.2,0,2,1,7,1,1
F18A11.3,3,2,2,3,3,2
F18A11.5,11,1,6,5,7,2
F18C12.3,23,8,17,10,7,6
papl-1,13,19,28,12,24,9
F18H3.1,7,4,5,1,2,1
F18H3.4,24,25,17,7,21,17
F19B2.5,64,59,56,58,64,41
F19B2.6,3,5,6,2,3,2
F19B6.1,45,87,60,23,42,41
F19C6.2,16,4,8,14,10,5
F19C6.3,2,0,3,4,1,1
F19C6.4,1,2,6,0,0,1
nekl-3,0,9,6,7,3,5
F19H8.2,5,8,8,7,6,10
mltn-9,0,1,0,7,1,3
F20C5.4,6,7,6,4,3,8
F20C5.6,13,26,26,10,12,4
F20D1.1,19,26,29,28,21,22
tbc-1,7,2,10,9,9,2
F20D1.3,55,52,40,50,64,45
slc-25A18.1,48,88,72,33,53,49
emre-1,6,1,1,2,4,1
F20G2.2,12,12,10,6,2,1
F20G2.3,1,3,2,1,1,2
F20G2.5,3,2,1,0,0,0
smgl-1,42,39,26,19,29,21
glb-14,0,0,1,2,6,0
lgc-31,10,13,7,3,2,7
ncs-4,0,0,6,0,2,4
myrf-2,88,101,84,70,97,55
hint-1,3,2,2,3,0,1
pfd-6,10,16,16,10,18,8
F21D5.1,4,0,10,10,6,1
otub-3,4,3,2,1,2,2
F21D5.3,45,23,30,25,31,13
F21D5.5,4,11,9,3,8,3
F21D5.6,7,6,12,5,8,2
F21D5.7,45,58,56,67,63,35
mrps-33,8,12,11,11,14,8
F21G4.1,7,11,18,6,13,8
F21G4.6,7,13,15,8,26,8
F22B5.10,8,16,13,13,9,12
cth-1,7,4,5,5,4,4
F22B8.7,20,15,13,13,9,2
F22D6.2,60,64,67,86,115,42
nduf-6,19,11,11,18,11,4
ekl-1,12,11,15,11,16,2
F22D6.15,4,3,3,7,2,0
cept-1,14,23,17,18,14,9
F22E12.1,51,60,69,39,44,26
F22G12.4,25,21,29,11,20,10
F22G12.5,51,42,31,30,34,33
F23A7.3,2,5,2,5,1,2
rpb-12,0,2,4,2,2,1
F23B12.4,11,14,5,14,15,12
dlat-1,155,141,176,132,125,115
F23B12.7,107,107,125,67,98,63
F23D12.7,2,8,4,0,2,0
tomm-20,34,4,15,21,17,16
F23H12.3,0,2,3,0,0,2
F23H12.5,1,3,0,4,3,4
fipr-1,8,15,11,9,5,6
fipr-2,7,1,16,4,1,1
ehbp-1,36,27,34,17,21,20
rgef-1,5,0,8,4,0,5
F25B3.5,4,4,7,9,8,2
rtfo-1,32,48,36,23,39,17
acs-12,14,8,3,5,11,1
degt-1,4,5,1,4,2,3
F25D1.5,3,0,3,4,0,0
tag-353,7,22,5,24,20,12
snx-27,11,8,19,5,12,5
F25H2.4,10,19,20,10,24,18
ndk-1,164,196,207,228,199,127
F25H2.6,29,18,51,33,26,11
tct-1,239,284,327,269,313,233
rtel-1,7,1,5,5,1,3
pyk-1,114,98,99,57,101,55
clsp-1,15,12,18,12,15,38
mrpl-54,1,4,1,1,3,3
F25H8.1,0,0,17,0,2,3
F25H8.2,20,20,26,3,27,8
bed-3,1,0,0,5,5,1
F25H9.7,8,4,1,3,1,2
F26A3.1,13,13,17,21,16,5
ncbp-2,14,14,14,10,12,5
F26A3.4,85,108,108,56,105,61
F26A3.7,6,2,5,2,0,0
F26C11.1,3,11,10,8,9,2
F26E4.2,0,0,0,0,0,0
F26E4.3,32,41,32,36,36,18
F26E4.4,1,11,4,4,3,5
cox-7C,55,33,44,39,45,25
F26E4.7,1,1,8,4,4,2
drsh-1,4,2,9,1,2,0
hrdl-1,32,14,29,25,41,29
gpx-1,2,7,8,7,5,2
F26F2.7,10,11,6,5,5,6
F26H9.2,11,12,34,10,8,2
nmat-2,0,7,0,1,0,1
F26H9.5,23,15,22,26,35,18
kbp-3,4,1,7,0,0,1
nurf-1,261,192,274,188,258,172
F27D4.1,73,60,85,65,83,55
lsy-22,9,3,9,12,4,1
F27D4.4,53,35,50,45,54,21
F27D4.6,6,6,4,1,11,10
F27D4.7,2,2,6,2,0,3
asah-2,4,8,9,2,11,9
F28C1.1,19,14,20,11,13,6
F28C1.3,43,47,58,26,41,64
F28C6.4,0,9,6,1,6,0
F28C6.5,3,1,2,5,5,7
F28C6.8,16,42,23,23,23,7
wdr-46,50,21,19,27,18,24
F28D1.6,3,0,0,0,1,0
acs-20,3,2,7,8,18,5
dpm-3,4,1,3,2,1,1
F28D9.4,5,2,2,7,3,0
acs-2,14,23,13,59,52,32
fbxa-95,1,3,0,5,0,4
mdt-28,5,1,2,3,10,4
F28H6.4,15,14,15,9,6,4
F28H6.6,7,8,12,3,13,5
F28H7.3,32,46,48,36,40,36
F28H7.8,5,7,9,5,17,3
F29C6.1,4,10,14,3,2,3
rict-1,20,32,44,25,21,14
gfm-1,172,168,145,130,151,140
capg-1,26,33,26,19,40,29
tut-2,4,5,9,1,7,6
F29G6.1,1,4,0,5,3,4
hpo-34,284,423,412,219,288,284
calm-1,5,1,5,0,5,0
F30A10.3,8,2,4,7,3,0
sac-1,20,19,12,7,12,4
F30A10.9,13,28,15,24,16,17
usp-48,28,67,48,34,34,37
gras-1,1,2,3,4,1,0
F30F8.5,1,0,2,0,1,0
F30F8.9,2,4,8,8,0,0
F30F8.10,2,5,1,1,8,3
F31C3.2,20,32,28,5,9,13
F31C3.3,53,51,45,36,25,48
zipt-1,6,0,6,9,3,7
F31C3.6,5,2,6,2,6,8
exos-7,5,8,5,2,5,0
F31D4.2,47,38,31,44,36,49
clec-264,1,0,0,2,2,3
F31D4.8,7,6,4,0,5,7
F31D4.9,9,1,7,5,5,2
eva-1,2,5,10,9,11,2
F32A7.4,14,7,11,8,7,2
maph-1.1,44,77,49,42,59,45
F32A11.1,54,57,73,40,59,41
F32B4.4,42,54,44,53,46,38
F32B4.5,4,8,6,4,5,2
mccc-1,64,61,61,45,68,46
F32B6.3,5,7,9,2,9,3
tbc-3,14,7,17,17,18,1
best-13,4,6,8,6,6,5
F32D8.4,4,3,6,2,7,0
F32D8.5,2,4,6,3,4,2
F32D8.10,6,7,16,17,1,0
F32D8.12,29,35,65,38,36,16
F32D8.14,2,1,2,10,3,2
uig-1,46,24,38,11,34,15
best-14,32,45,57,24,35,22
thoc-3,13,11,6,6,1,5
fasn-1,370,470,500,521,623,558
F32H5.1,25,29,42,36,33,23
F32H5.4,7,10,5,3,12,1
F33A8.4,17,32,29,17,14,21
sdhd-1,25,60,60,29,31,35
F33C8.4,0,3,3,0,3,0
F33H1.3,14,17,39,23,15,4
F33H1.4,28,28,33,10,19,15
F33H2.2,19,28,41,8,11,10
F33H2.3,42,64,55,38,45,23
pole-1,43,44,32,55,28,44
F33H2.6,11,3,10,7,6,0
evl-18,3,16,3,10,9,8
F34D10.4,16,18,14,26,25,19
F34D10.6,26,24,19,20,27,12
F34H10.3,3,5,7,5,4,2
F35B12.3,27,27,34,33,34,11
sas-5,4,3,3,5,3,3
tag-290,4,3,0,5,0,1
F35B12.9,17,12,22,29,13,8
F35B12.10,19,16,19,15,18,8
clec-62,2,10,13,8,19,16
clec-63,1021,1300,1485,1003,1230,1038
clec-64,1,7,10,4,7,1
clec-65,47,71,69,46,51,56
clec-66,22,45,47,13,28,13
ddn-2,0,0,0,0,3,1
F35C11.4,0,4,7,0,3,4
F35C11.6,2,1,2,3,5,3
F35C11.7,1,2,0,0,0,2
F35C12.3,2,2,8,1,2,1
irg-5,9,3,9,3,6,3
F35E12.6,16,13,18,7,8,3
dct-17,9,10,11,8,9,2
cld-9,6,5,11,2,4,4
F35E12.9,10,0,3,1,2,4
F35E12.10,10,10,26,8,5,2
F35G2.1,40,30,32,30,29,30
marb-1,10,15,7,14,7,4
mlcd-1,10,15,7,16,15,7
idhg-1,56,55,73,47,74,49
wdr-48,6,1,8,4,7,4
erh-2,4,1,3,2,8,1
F35G12.12,15,5,20,13,16,9
F35H8.2,0,4,1,2,1,3
zfp-2,6,15,16,2,6,4
ugt-58,19,9,18,12,24,13
cids-2,15,23,28,8,12,14
F36A2.2,14,15,11,12,29,10
F36A2.3,51,18,19,27,47,31
F36A2.7,155,199,228,175,197,155
phip-1,2,3,0,3,1,1
F36A2.9,25,40,34,21,24,21
ubr-5,146,140,173,94,131,106
madf-2,3,4,6,2,5,3
F36D1.7,1,0,2,0,0,0
F36D3.1,9,2,9,4,2,4
F36F2.1,1,2,3,3,2,0
rbpl-1,74,46,84,56,58,27
syx-7,13,13,6,9,8,2
fcp-1,17,14,26,7,7,7
F36G3.1,20,21,33,8,19,22
F36G3.2,7,4,4,1,10,2
hrg-4,0,2,4,2,6,0
tat-5,28,35,53,27,30,19
ent-6,14,6,10,5,7,3
F36H2.3,8,5,12,6,9,1
F37A8.5,7,4,5,13,21,8
F37B12.3,13,11,8,12,10,2
mus-101,11,23,14,13,24,11
row-1,4,12,11,15,12,6
bigr-1,4,5,8,5,2,4
F37H8.5,49,111,97,47,77,50
clec-170,1,1,8,10,3,1
clec-166,1,0,0,2,0,0
F38A1.8,18,31,37,32,59,25
F38B2.2,0,2,2,5,6,0
F38B2.4,17,22,20,11,15,6
ccch-1,40,50,62,41,35,17
F38B7.2,8,9,6,12,5,6
F38B7.3,25,16,9,25,4,9
copb-2,114,115,165,82,150,94
F38E11.9,0,2,0,0,3,0
F38H4.3,15,9,10,16,13,6
piki-1,30,43,31,26,31,28
hinf-1,15,13,13,16,9,11
F39B2.3,5,16,1,1,3,1
F39B2.5,4,1,3,8,0,1
F39B2.8,8,6,20,12,19,9
mtx-1,15,12,29,11,24,5
flp-22,11,7,14,12,12,11
F39H2.3,5,4,9,3,5,2
F39H11.1,9,0,1,4,11,2
F40E10.6,47,107,78,53,76,52
F40F8.1,12,18,10,11,18,6
F40F8.4,20,14,22,16,29,7
F40F8.5,66,88,68,65,63,34
arrd-6,9,31,7,12,14,9
xbx-6,22,31,42,19,29,12
F40F9.5,2,4,3,7,0,1
aagr-3,214,261,231,142,182,164
drap-1,27,26,28,41,35,19
F40F9.10,15,6,11,1,1,1
mig-38,105,91,95,86,76,52
cyld-1,57,58,64,46,51,40
cbp-3,3,5,2,7,5,2
F41E7.1,15,15,7,4,10,7
F41E7.2,12,5,4,3,5,3
npr-6,5,0,0,5,0,1
fip-5,21,32,21,30,46,34
fipr-21,14,8,10,18,17,6
cnc-8,1,0,0,3,0,0
F42A8.1,7,4,4,11,8,1
cup-15,3,0,0,2,4,1
